nohup: ignoring input
Lambdifying EOM
Setting up symbolic variables
Lambdifying accelerations
Solving IVP
t: 0.0, cost: 29.10906976670926, nfev: 330, v_opt: [-16.44367036 100.         100.        ]
t: 0.005325646731767483, cost: 29.08423855400501, nfev: 334, v_opt: [-15.56102319 100.         100.        ]
t: 0.01329052209259136, cost: 29.050640324899714, nfev: 329, v_opt: [-14.28729521 100.         100.        ]
t: 0.02336511037358028, cost: 29.015927590170925, nfev: 296, v_opt: [-12.74524617 100.         100.        ]
t: 0.028759694351685437, cost: 29.001915205291436, nfev: 316, v_opt: [-11.97017748 100.         100.        ]
t: 0.037896667368785525, cost: 28.98814513731643, nfev: 302, v_opt: [-10.4190759 100.         46.6854819]
t: 0.04342581167387062, cost: 28.97508360321836, nfev: 312, v_opt: [  -8.56621777  100.         -100.        ]
t: 0.055785706494980436, cost: 28.964225242811654, nfev: 156, v_opt: [-3.60398083 29.73825762 99.75401332]
t: 0.048471252403282844, cost: 28.960864949787002, nfev: 328, v_opt: [  -7.45159778   96.93660395 -100.        ]
t: 0.0638160460833011, cost: 28.960412460647383, nfev: 140, v_opt: [-0.76685385 -0.04807542 -0.00530602]
t: 0.07399551531266724, cost: 28.94052612193086, nfev: 160, v_opt: [-0.45004221 -0.03105309 -0.00401625]
t: 0.09615341460619109, cost: 28.857222731740904, nfev: 96, v_opt: [  6.15724006 -93.75765476  81.24831975]
t: 0.10353938103736571, cost: 28.808258579303423, nfev: 132, v_opt: [   7.61793346 -100.          -24.03922497]
t: 0.08144345624691975, cost: 28.92796756585968, nfev: 100, v_opt: [-0.18138865 -0.01720967 -0.00295963]
t: 0.08886040992963332, cost: 28.89413036122471, nfev: 97, v_opt: [  2.88227048 -40.64405201  -9.37799538]
t: 0.10931177447702421, cost: 28.921697736625013, nfev: 124, v_opt: [ -3.28157918  13.09809079 -87.44106645]
t: 0.11537990170189268, cost: 29.014949310159995, nfev: 181, v_opt: [ -7.16481472  12.86094674 -87.46396126]
t: 0.12052243856088933, cost: 28.963448088445453, nfev: 104, v_opt: [ -5.5775798   12.9554582  -87.45505134]
t: 0.12585198713109588, cost: 28.748510476559453, nfev: 156, v_opt: [   6.87624415 -100.          -22.24581926]
t: 0.13148124316710053, cost: 28.672036981563334, nfev: 160, v_opt: [   7.46077658 -100.          -21.27168359]
t: 0.13696124721750547, cost: 28.57493233671137, nfev: 152, v_opt: [   6.05241327 -100.          -21.19992687]
t: 0.14287434883445152, cost: 28.962334040742615, nfev: 244, v_opt: [  15.75838165 -100.          -78.17756081]
t: 0.1518374654626042, cost: 28.576451978274676, nfev: 152, v_opt: [   5.91376795 -100.          -20.78252313]
t: 0.16044285238797304, cost: 28.792646847781196, nfev: 241, v_opt: [  10.9719839  -100.          -19.86128558]
t: 0.17635258698297282, cost: 28.367285833780215, nfev: 261, v_opt: [   4.5043569 -100.        -100.       ]
t: 0.18160670671943455, cost: 28.440405998551128, nfev: 164, v_opt: [   6.0782639  -100.          -19.83232396]
t: 0.16939591823958097, cost: 28.401496472860874, nfev: 265, v_opt: [   3.89696656 -100.         -100.        ]
t: 0.18680895925391336, cost: 28.19221059003469, nfev: 308, v_opt: [  -0.24918479 -100.         -100.        ]
t: 0.1921807475825108, cost: 28.236691370307938, nfev: 248, v_opt: [   3.54201564 -100.         -100.        ]
t: 0.19803964494765422, cost: 28.19203691088105, nfev: 245, v_opt: [   3.3722225 -100.        -100.       ]
t: 0.20468856776888533, cost: 28.131609032553605, nfev: 250, v_opt: [   2.34398852 -100.         -100.        ]
t: 0.21355934234760343, cost: 28.07486133653586, nfev: 273, v_opt: [   2.18835442 -100.         -100.        ]
t: 0.22224726669702102, cost: 27.99983943723975, nfev: 260, v_opt: [   1.67478331 -100.         -100.        ]
t: 0.22841435776161706, cost: 27.947694017374914, nfev: 365, v_opt: [   1.27182409 -100.         -100.        ]
t: 0.23589740470858278, cost: 27.889781695913456, nfev: 344, v_opt: [   0.87485138 -100.         -100.        ]
t: 0.24619837582520754, cost: 27.841583824514778, nfev: 356, v_opt: [   0.73325022 -100.         -100.        ]
t: 0.2411678537006798, cost: 27.863826946012615, nfev: 357, v_opt: [   0.79503987 -100.         -100.        ]
t: 0.2520867394344689, cost: 27.805350054580803, nfev: 349, v_opt: [   0.41243903 -100.          -98.51442635]
t: 0.2654319902040015, cost: 27.770617335393318, nfev: 280, v_opt: [   0.13585879 -100.          -88.28307903]
t: 0.25760567374902443, cost: 27.788518993272035, nfev: 293, v_opt: [   0.33026514 -100.          -95.67104932]
t: 0.27240659475013396, cost: 27.772559002531125, nfev: 173, v_opt: [  -0.42500307 -100.           -7.21806941]
t: 0.27865085999345385, cost: 27.74204499824146, nfev: 216, v_opt: [-15.65112869 100.          63.52844464]
t: 0.2937996229297361, cost: 27.745225160431936, nfev: 320, v_opt: [-16.63198414 100.         100.        ]
t: 0.28428683048361864, cost: 27.635029317842232, nfev: 228, v_opt: [-19.00110928 100.          63.45801735]
t: 0.2995658295064183, cost: 27.801590170821704, nfev: 248, v_opt: [-13.48849863 100.          60.60922   ]
t: 0.3046318085506648, cost: 27.60513237535259, nfev: 372, v_opt: [-10.77366132 100.         100.        ]
t: 0.3103603688706601, cost: 27.589845532444706, nfev: 385, v_opt: [-13.147946 100.       100.      ]
t: 0.3184949172066203, cost: 27.52323092131891, nfev: 337, v_opt: [ -9.31079729 100.         100.        ]
t: 0.3244793346318812, cost: 27.435002017663322, nfev: 257, v_opt: [ -7.95319532 100.         100.        ]
t: 0.33033558351733455, cost: 27.40382361345231, nfev: 268, v_opt: [ -7.45001176 100.         100.        ]
t: 0.34109381120847604, cost: 27.343854307646296, nfev: 256, v_opt: [ -6.09980405 100.         100.        ]
t: 0.34659242990404454, cost: 27.32472627121961, nfev: 208, v_opt: [ -5.41797687 100.         100.        ]
t: 0.35501961522239384, cost: 27.276105795731027, nfev: 196, v_opt: [ -4.47025512 100.         100.        ]
t: 0.3613235146723291, cost: 27.277137605882707, nfev: 208, v_opt: [ -3.77127148 100.         100.        ]
t: 0.37180802770378557, cost: 27.23354132605202, nfev: 228, v_opt: [ -2.82174546 100.         100.        ]
t: 0.3788188674255307, cost: 27.264426303676423, nfev: 284, v_opt: [ -2.15128877 100.         100.        ]
t: 0.38936687355930966, cost: 27.233981293462755, nfev: 272, v_opt: [ -0.15192572 100.         -58.96984077]
t: 0.38399886498029545, cost: 27.251268969537044, nfev: 241, v_opt: [ -1.79379672 100.          99.97243722]
t: 0.3948688644794926, cost: 27.26414832065515, nfev: 172, v_opt: [ -0.84706429 100.          79.5826789 ]
t: 0.40163626260268204, cost: 27.227286168484785, nfev: 124, v_opt: [  8.80209608 -12.76507826 -62.53152146]
t: 0.41098934965233636, cost: 27.043312970529236, nfev: 267, v_opt: [  15.73506245 -100.          -88.99759365]
t: 0.4165822630364186, cost: 28.063046351197876, nfev: 185, v_opt: [ -2.7705818   13.17627338 -87.43278665]
t: 0.4219284060223841, cost: 26.998043562592358, nfev: 251, v_opt: [  14.31560552 -100.          -81.92106232]
t: 0.4274082907223876, cost: 27.006244638259645, nfev: 240, v_opt: [  13.33179678 -100.          -80.34214942]
t: 0.43561526710069776, cost: 27.002097761366112, nfev: 258, v_opt: [  12.09677502 -100.          -20.33589751]
t: 0.4437527517458289, cost: 26.96270855922841, nfev: 244, v_opt: [  11.3049413  -100.          -19.31417999]
t: 0.44920404472939224, cost: 26.93458578305392, nfev: 253, v_opt: [  10.75144673 -100.          -18.69326584]
t: 0.4555818816384578, cost: 26.923083532532154, nfev: 249, v_opt: [  10.13296378 -100.          -17.95415623]
t: 0.4608191625857401, cost: 26.881250054880553, nfev: 253, v_opt: [   9.58301182 -100.          -17.25188793]
t: 0.46887760113670834, cost: 26.87980824439469, nfev: 176, v_opt: [   8.78002969 -100.          -16.07721584]
t: 0.47404617489900025, cost: 26.849113036714886, nfev: 173, v_opt: [   8.26005657 -100.          -14.95615108]
t: 0.4814934576349077, cost: 26.855200772589143, nfev: 260, v_opt: [   7.52113041 -100.          -12.37667502]
t: 0.48652523527214747, cost: 26.842605175409005, nfev: 358, v_opt: [   7.02548736 -100.           -8.68286773]
t: 0.49417328544795946, cost: 26.854009109160703, nfev: 201, v_opt: [  5.19712068 -93.83821686  81.24469317]
t: 0.5009370542493655, cost: 26.826423981527995, nfev: 128, v_opt: [-1.41905451 -0.08613554 -0.0034785 ]
t: 0.5068053558490417, cost: 26.47024448345249, nfev: 323, v_opt: [-11.44754048 100.         100.        ]
t: 0.5143065229841496, cost: 26.64797682944874, nfev: 220, v_opt: [ -7.79107146 100.         100.        ]
t: 0.5219759917634366, cost: 26.575944892743436, nfev: 345, v_opt: [ -7.43789437 100.         100.        ]
t: 0.5307577298082236, cost: 26.521014675026958, nfev: 196, v_opt: [ -6.8375118 100.        100.       ]
t: 0.536554881357487, cost: 26.486350370131042, nfev: 228, v_opt: [ -6.43458732 100.         100.        ]
t: 0.5420520649681362, cost: 26.465938741176664, nfev: 212, v_opt: [ -6.11666697 100.         100.        ]
t: 0.5479041512762077, cost: 26.436745880745505, nfev: 208, v_opt: [ -5.68601783 100.         100.        ]
t: 0.5533513515357997, cost: 26.396366481590523, nfev: 220, v_opt: [ -5.24756593 100.         100.        ]
t: 0.5594632896957205, cost: 26.38837423201928, nfev: 229, v_opt: [ -4.9177337 100.        100.       ]
t: 0.5659111983795476, cost: 26.382797234986278, nfev: 149, v_opt: [ -3.70954274 100.          12.17077937]
t: 0.5712230400543318, cost: 26.359831375181518, nfev: 146, v_opt: [ -3.38510273 100.          11.4863104 ]
t: 0.5770069008981887, cost: 26.325519899452086, nfev: 219, v_opt: [ -3.67089559 100.          85.88841208]
